TR29-015134,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,528051,Low,4835.4,588,19/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,35.58,18.36302494,98.78958921,DCC_xx เหล่ายาวเหนือ สันกลาง,ชนบท,นั้งร้าน,ใช่,1151XF000002867,ใช่,1000001347,INST,460324676,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,REDKONCAR,,,,BGA04,พฤษภาคม,26.75,24.02,18.09,15.81,7.34,33.66,23.46,19.93,46.45000076,32.36999893,27.5,46.45000076,24.41298343,31.0577547,228.69,228.03,786.9,180,6652,88,,,88
TR29-015613,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,528530,Medium,24121.4,1032,7/2/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,21.26,18.40235024,98.79106094,DCC_02-บ้านหัวห้วย (ฝั่งขวา) ม.4 หนองยวง,เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002746,ใช่,1000011672,INST,460186015,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,REDKONCAR,,,,CEA04,พฤษภาคม,12.72,12.23,12.35,2.97,9.3,18.77,22.89,4.39,25.89999962,31.59000015,6.059999943,31.59000015,67.65880218,71.40065147,229.51,227.99,335.84,135,3136,32,,,32
TR29-016143,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,529173,Medium,19226.4,1071,6/2/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,26.19,18.42106713,98.77773166,DCC_xx บ้านห้วยปันจ๊อย (ปากทางหัวห้วย),เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002346,ใช่,1000001741,INST,460177974,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,REDKONCAR,,,,CEA04,มิถุนายน,22.54,60.01,22.58,15.05,41.67,68.94,27.56,16.94,47.56999969,19.02000046,11.68999958,47.56999969,84.38140107,82.31664316,225.08,222.63,726.37,273,8273,71,,1,71
TR29-016552,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,40,529557,Medium,34410.4,532,10/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,10.88,18.29357245,98.83688963,DCC-xx_บ้านห้วยน้ำดิบ ซ.10,ชนบท,แขวนบนเสา,ใช่,11XFAA000089146,ใช่,1000762356,INST,460586798,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,REDKONCAR,,,,BGA02,พฤษภาคม,7.32,8.76,13.24,9.68,4.08,14.25,17.13,15.74,9.829999924,11.81999969,10.85999966,11.81999969,25.37878788,9.274193548,228.29,228.48,754.46,167,3796,32,,,32
TR30-006851,160,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,39,171116590,Medium,33636.39,1096,16/6/2026,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,36.31,18.37585041,98.76992488,DCC_xx บ้านหล่ายแก้ว (ข้างสุสาน),เทศบาลตำบล,แขวนบนเสา,ใช่,11XFAA000165583,ใช่,1000001393,INST,460178002,1050010007,"TR., 160 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA04,พฤษภาคม,20.22,74.59,37.97,27.6,42.59,126.09,65.61,60.13,54.38000107,28.29000092,25.93000031,54.38000107,59.65325342,50.20847397,226.54,222.21,921.75,839,15612,96,,,96
TR31-000469,20,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,38,310562,Low,9613.38,517,16/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,13.02,18.17686551,98.85733126,DCC_xx บ้านดอยโตนเลยสะพาน,ชนบท,,ใช่,1151XF000002781,ใช่,1000001631,INST,460178020,1050000001,"TR., 20 KVA. 1 P 3 W, 22/0.46-0.23 KV.",22,THAI TRAFO,,,,BGA02,พฤษภาคม,9.63,8.37,0,0,8.37,11.32,0,0,39.04999924,0,0,39.04999924,0,0,229.08,228.83,499.42,73,1016,17,,,17
TR31-005111,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,38,312305,Low,4836.38,1079,11/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,36.82,18.32404904,98.81750901,DCC_xx บ้านห้วยห้าหน้าอุดมสุขแลนด์,เทศบาลตำบล,,ใช่,1151XF000002944,ใช่,1000001607,INST,460178044,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA02,พฤษภาคม,29.84,58.34,33.58,37.35,22.78,72.26,41.96,45.33,49.86000061,28.95000076,31.28000069,49.86000061,35.39104201,35.86963334,216.77,212.97,892.3,1190,18051,79,,,79
TR32-002941,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,37,190319319,High (H1),52828.37,1099,11/1/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,28.52,18.3365404,98.79818861,DCC-xx_บ้านดงฤาษี 2,เทศบาลตำบล,แขวนบนเสา,ใช่,11XFAA000089143,ใช่,1001069305,INST,460586796,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA04,พฤษภาคม,21.65,37.76,23.92,32.11,11.98,48.17,31.71,43.65,33.24000168,21.87999916,30.12000084,33.24000168,23.48864484,22.99036671,228.32,227.59,446.7,279,11311,99,,,99
TR32-007738,20,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,37,77233,Low,4803.37,506,13/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,3.6,18.22967009,98.83450061,บ้านป่าพลู (LDCAD),ชนบท,แขวนบนเสา,ใช่,11XFAA000196500,ใช่,1000010316,INST,460621326,1050000001,"TR., 20 KVA. 1 P 3 W, 22/0.46-0.23 KV.",22,CHAROENCHAI,หมดประกัน,,,BGA02,พฤษภาคม,0.67,0.58,0,0,0.58,3.12,0,0,10.76000023,0,0,10.76000023,0,0,229.94,229.68,456.41,66,2303,6,,,6
TR33-000184,250,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,36,78650,Medium,36023.36,1180,7/2/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,23.99,18.41300146,98.8012002,DCC_xx บ้านล้องเครือวาว (ในบ้าน),เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002308,ใช่,1000001777,INST,460178077,1050010009,"TR., 250 KVA. 3 P 22-0.40 KV.DY 11",22,CHAROENCHAI,หมดประกัน,,,CEA04,พฤษภาคม,15.75,63.02,49.72,57.83,11.4,92.5,74.14,93.29,25.53000069,20.45999908,25.75,25.75,12.55203142,14.43080829,221.28,218.48,1033.21,1035,20446,180,1,,180
TR33-002672,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,36,331189,High (H1),48161.36,1049,15/6/2026,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,61.19,18.27699494,98.8197388,DCC_xx บ้านเกาะทุ่งม่านฝั่งตะวันตก,เทศบาลตำบล,,ใช่,1151XF000002838,ใช่,1000881972,INST,460284991,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,TIRA THAI,,,,BGA01,พฤษภาคม,49.99,36.52,38.58,33.18,4.69,45.22,46.25,41.07,62.40000153,63.83000183,56.68000031,63.83000183,8.071666051,7.039384337,228.99,228.64,520.41,331,13553,49,,,49
TR34-000002,250,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,35,327760,Medium,33703.35,1035,23/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,3.98,18.36148372,98.73609908,DCC-xx บ้านน้ำโจ้ (ขวามือทางไปหกแยก),เทศบาลตำบล,,ใช่,1151XF000002735,ใช่,1000002975,INST,460324957,1050010009,"TR., 250 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,หมดประกัน,,,BGA04,พฤษภาคม,2,8.65,7.21,5.81,2.46,18.6,12.03,12.46,5.130000114,3.319999933,3.440000057,5.130000114,19.75080757,29.49640288,229.72,228.22,604.84,298,2921,35,,,35
TR34-000052,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,35,327864,Medium,19214.35,1052,6/2/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,14.37,18.42644729,98.77418728,DCC-ห้วยปันจ้อย(ทุ่งนาดอ),เทศบาลตำบล,แขวนบนเสา,ใช่,11XFAA000047444,ใช่,1000001649,INST,460324959,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,EKARAT,,,,CEA05,พฤษภาคม,8.93,5.42,7.46,6.46,1.76,8.49,11.38,11.23,11.72000027,15.69999981,15.5,15.69999981,15.92554292,18.10289389,229.32,228.57,912.53,117,2473,52,,,52
TR34-007306,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,35,341628,Medium,19233.35,583,27/1/2024,ผ่าน,ไม่ผ่าน,ไม่ผ่าน,33.71,18.35398695,98.69546507,DCC_DCC-xx บ้านท่ากอม่วงหน้าโรงเรียน34-007306,ชนบท,แขวนบนเสา,ใช่,11XFAA000195562,ใช่,1000001467,INST,460178125,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA01,พฤษภาคม,32.08,33.36,20.35,15.76,15.76,34.39,23.06,15.56,47.45999908,31.81999969,21.46999931,47.45999908,44.06218512,41.30940967,226.67,226.43,858.67,192,7697,83,,,83
TR34-007308,50,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,35,341630,Low,4806.35,522,27/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,6.74,18.3712616,98.68504989,DCC-คขก.บ้านหนองเขียด,ชนบท,แขวนบนเสา,ใช่,11XFAA000077953,ใช่,1000709430,INST,460502274,1050010005,"TR., 50 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,BGA01,พฤศจิกายน,4.74,4.89,0.88,4.48,3.81,11.66,0.02,2.92,16.09000015,0.029999999,4.03000021,16.09000015,74.24390244,139.5890411,229.17,226.24,790.05,111,1128,22,,,22
TR34-008237,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,35,210829233,Low,4847.35,708,3/5/2025,ผ่าน,ผ่าน,ไม่ผ่าน,47.95,18.16312449,98.89203887,DCC_xx บ้านแม่หาดใน,ชนบท,,ใช่,1151XF000002834,ใช่,1000001639,INST,460178130,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,THAIMAXWELL,,,,BGA02,พฤษภาคม,46.13,88.38,57.06,54.45,32.6,98.12,58.78,50.91,67.69999695,40.56000137,35.13000107,67.69999695,32.64295362,41.64862134,223.64,223.65,787.02,619,23632,208,,,208
TR35-002502,50,1,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,3511499,Medium,33600.34,0,15/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,,,,,,,ไม่ใช่,,ใช่,1000001275,INST,460178150,1050000003,"TR., 50 KVA. 1 P 3 W,22-0.46-0.23 KV.",22,TIRA THAI,หมดประกัน,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR35-002808,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,920901010,High (H1),48026.34,1060,1/2/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,26.67,18.40603431,98.74099965,DCC_xx บ้านเวียงหนองล่อง,เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000002372,ใช่,1000001673,INST,460178151,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,SIWALLI,หมดประกัน,,,CEA04,ตุลาคม,36.55,43.53,52.83,61.98,15.91,28.31,40.35,46.85,19.53000069,27.84000015,32.33000183,32.33000183,17.52557787,26.47389836,227.14,228.47,370.64,265,21437,60,1,,60
TR35-003935,250,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,351733,High (H1),48027.34,1114,1/2/2024,ไม่ผ่าน,ไม่ผ่าน,ไม่ผ่าน,27.91,18.42343794,98.74339874,DCC_บ้านกลางทุ่ง หมู่9 ต.วังผาง,เทศบาลตำบล,นั้งร้าน,ใช่,1151XF000001896,ใช่,1000026875,INST,460178164,1050010009,"TR., 250 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,,,,CEA04,มิถุนายน,24.78,114.21,99.44,54.89,52.25,127.54,113.4,61.56,35.20000076,31.29999924,16.98999977,35.20000076,38.67952633,38.94876033,217.16,215.86,653.95,1532,32217,114,,,114
TR35-007157,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,84121,Medium,39227.34,623,13/1/2024,ไม่ผ่าน,ผ่าน,ไม่ผ่าน,27.96,18.24116503,98.8290634,DCC_xx บ้านป่าพลู (ในบ้าน),ชนบท,,ใช่,1151XF000002713,ใช่,1000001613,INST,460178181,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,CHAROENCHAI,หมดประกัน,,,BGA02,พฤษภาคม,24.29,49.37,33.87,21.98,23.75,54.1,37.49,29.53,37.33000183,25.87000084,20.37999916,37.33000183,40.76221251,33.9993395,224.95,224.86,685.89,317,12125,123,,,123
TR35-007503,100,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,84467,Low,7219.34,1034,9/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,19.06,18.30560187,98.81992382,DCC_xx บ้านโฮ่ง-บ้านหม้อหน้าสหกรณ์,เทศบาลตำบล,แขวนบนเสา,ใช่,1151XF000002977,ใช่,1000001579,INST,460178189,1050010006,"TR., 100 KVA. 3 P 22-0.40 KV.DY 11",22,CHAROENCHAI,หมดประกัน,,,BGA01,พฤษภาคม,16.48,21.82,22.54,27,4.82,26.9,21.09,34.55,18.55999947,14.55000019,23.84000015,23.84000015,13.50896861,25.57547856,228.3,227.47,673.15,212,9406,34,,,34
TR35-007850,160,3,N1,A025,กฟส.บ้านโฮ่ง,ลำพูน,กฟภ.,34,352494,Low,9628.34,1133,9/1/2024,ผ่าน,ผ่าน,ไม่ผ่าน,28.97,18.31666942,98.81633169,DCC_xx บ้านโฮ่งใต้ หน้ากาดแลง,เทศบาลตำบล,,ใช่,1151XF000002982,ใช่,1000001405,INST,460178193,1050010007,"TR., 160 KVA. 3 P 22-0.40 KV.DY 11",22,THAI TRAFO,หมดประกัน,,,BGA04,มิถุนายน,27.3,61.43,66.49,61.32,5.08,60.94,71.66,68.21,26.28000069,30.89999962,29.42000008,30.89999962,5.405833862,8.958717195,223.85,223.22,625.82,611,22814,133,,,133
